2022-03-23T00:00:00.003191,20.2,36.8
2022-03-23T00:00:01.990954,20.2,36.8
2022-03-23T00:00:02.009933,20.2,36.8
2022-03-23T00:00:03.997940,20.3,36.8
2022-03-23T00:00:04.016932,20.3,36.8
2022-03-23T00:00:06.004834,20.2,36.8
2022-03-23T00:00:06.023799,20.2,36.8
2022-03-23T00:00:08.011792,20.2,36.8
2022-03-23T00:00:08.029772,20.2,36.8
2022-03-23T00:00:10.017956,20.2,36.8
2022-03-23T00:00:10.036825,20.2,36.8
2022-03-23T00:00:12.024528,20.1,36.8
2022-03-23T00:00:12.043333,20.1,36.7
2022-03-23T00:00:14.031467,20.3,36.7
2022-03-23T00:00:14.049234,20.3,36.8
2022-03-23T00:00:16.038438,20.2,36.8
2022-03-23T00:00:16.056308,20.2,36.7
2022-03-23T00:00:18.044390,20.2,36.7
2022-03-23T00:00:18.063208,20.2,36.8
2022-03-23T00:00:20.051303,20.2,36.8
2022-03-23T00:00:20.070162,20.2,36.8
2022-03-23T00:00:22.058535,20.2,36.8
2022-03-23T00:00:22.076528,20.2,36.7
2022-03-23T00:00:24.064385,20.2,36.7
2022-03-23T00:00:24.083251,20.2,36.8
2022-03-23T00:00:26.071086,20.3,36.8
2022-03-23T00:00:26.089841,20.3,36.8
2022-03-23T00:00:28.078194,20.2,36.8
2022-03-23T00:00:28.097059,20.2,36.8
2022-03-23T00:00:30.085082,20.2,36.8
2022-03-23T00:00:30.103064,20.2,36.7
2022-03-23T00:00:32.091251,20.2,36.7
2022-03-23T00:00:32.109984,20.2,36.8
2022-03-23T00:00:34.097918,20.2,36.8
2022-03-23T00:00:34.116862,20.2,36.8
2022-03-23T00:00:36.104977,20.2,36.8
2022-03-23T00:00:36.122826,20.2,36.7
2022-03-23T00:00:38.110802,20.2,36.7
2022-03-23T00:00:38.129738,20.2,36.8
2022-03-23T00:00:40.117805,20.3,36.8
2022-03-23T00:00:40.136718,20.3,36.8
2022-03-23T00:00:42.124599,20.2,36.8
2022-03-23T00:00:42.143375,20.2,36.8
2022-03-23T00:00:44.130679,20.3,36.8
2022-03-23T00:00:44.149604,20.3,36.8
2022-03-23T00:00:46.137659,20.3,36.8
2022-03-23T00:00:46.156272,20.3,36.8
2022-03-23T00:00:48.144619,20.2,36.8
2022-03-23T00:00:48.163446,20.2,36.8
2022-03-23T00:00:50.151523,20.2,36.8
2022-03-23T00:00:51.440061,20.2,36.7
2022-03-23T00:00:52.157152,20.2,36.7
2022-03-23T00:00:52.176044,20.2,36.8
2022-03-23T00:00:54.164409,20.2,36.8
2022-03-23T00:00:54.183251,20.2,36.8
2022-03-23T00:00:56.171627,20.3,36.8
2022-03-23T00:00:56.190405,20.3,36.7
2022-03-23T00:00:58.178267,20.3,36.7
2022-03-23T00:00:58.196232,20.3,36.8
2022-03-23T00:01:00.184289,20.3,36.8
2022-03-23T00:01:00.203084,20.3,36.8
