"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+03:00","Lopetusaika UTC+03:00","Tuulivoimatuotanto - reaaliaikatieto"
"2021-08-31 22:43:00","2021-08-31 22:43:00","2021-09-01 01:43:00","2021-09-01 01:43:00","1517.5"
"2021-08-31 22:46:00","2021-08-31 22:46:00","2021-09-01 01:46:00","2021-09-01 01:46:00","1505.6"
"2021-08-31 22:49:00","2021-08-31 22:49:00","2021-09-01 01:49:00","2021-09-01 01:49:00","1584.9"
"2021-08-31 22:52:00","2021-08-31 22:52:00","2021-09-01 01:52:00","2021-09-01 01:52:00","1606.0"
"2021-08-31 22:55:00","2021-08-31 22:55:00","2021-09-01 01:55:00","2021-09-01 01:55:00","1623.0"
"2021-08-31 22:58:00","2021-08-31 22:58:00","2021-09-01 01:58:00","2021-09-01 01:58:00","1630.0"
"2021-08-31 23:01:00","2021-08-31 23:01:00","2021-09-01 02:01:00","2021-09-01 02:01:00","1651.5"
"2021-08-31 23:04:00","2021-08-31 23:04:00","2021-09-01 02:04:00","2021-09-01 02:04:00","1674.0"
"2021-08-31 23:07:00","2021-08-31 23:07:00","2021-09-01 02:07:00","2021-09-01 02:07:00","1718.9"
"2021-08-31 23:10:00","2021-08-31 23:10:00","2021-09-01 02:10:00","2021-09-01 02:10:00","1721.0"
"2021-08-31 23:13:00","2021-08-31 23:13:00","2021-09-01 02:13:00","2021-09-01 02:13:00","1721.0"
"2021-08-31 23:16:00","2021-08-31 23:16:00","2021-09-01 02:16:00","2021-09-01 02:16:00","1739.0"
"2021-08-31 23:19:00","2021-08-31 23:19:00","2021-09-01 02:19:00","2021-09-01 02:19:00","1746.5"
"2021-08-31 23:22:00","2021-08-31 23:22:00","2021-09-01 02:22:00","2021-09-01 02:22:00","1741.0"
"2021-08-31 23:25:00","2021-08-31 23:25:00","2021-09-01 02:25:00","2021-09-01 02:25:00","1742.0"
"2021-08-31 23:28:00","2021-08-31 23:28:00","2021-09-01 02:28:00","2021-09-01 02:28:00","1754.5"
"2021-08-31 23:31:00","2021-08-31 23:31:00","2021-09-01 02:31:00","2021-09-01 02:31:00","1747.0"
"2021-08-31 23:34:00","2021-08-31 23:34:00","2021-09-01 02:34:00","2021-09-01 02:34:00","1747.0"
"2021-08-31 23:37:00","2021-08-31 23:37:00","2021-09-01 02:37:00","2021-09-01 02:37:00","1754.0"
"2021-08-31 23:40:00","2021-08-31 23:40:00","2021-09-01 02:40:00","2021-09-01 02:40:00","1722.5"
"2021-08-31 23:43:00","2021-08-31 23:43:00","2021-09-01 02:43:00","2021-09-01 02:43:00","1702.5"
"2021-08-31 23:46:00","2021-08-31 23:46:00","2021-09-01 02:46:00","2021-09-01 02:46:00","1695.6"
"2021-08-31 23:49:00","2021-08-31 23:49:00","2021-09-01 02:49:00","2021-09-01 02:49:00","1699.0"
"2021-08-31 23:52:00","2021-08-31 23:52:00","2021-09-01 02:52:00","2021-09-01 02:52:00","1693.6"
"2021-08-31 23:55:00","2021-08-31 23:55:00","2021-09-01 02:55:00","2021-09-01 02:55:00","1706.5"
"2021-08-31 23:58:00","2021-08-31 23:58:00","2021-09-01 02:58:00","2021-09-01 02:58:00","1690.7"
"2021-09-01 00:01:00","2021-09-01 00:01:00","2021-09-01 03:01:00","2021-09-01 03:01:00","1608.2"
"2021-09-01 00:04:00","2021-09-01 00:04:00","2021-09-01 03:04:00","2021-09-01 03:04:00","1601.6"
"2021-09-01 00:07:00","2021-09-01 00:07:00","2021-09-01 03:07:00","2021-09-01 03:07:00","1596.5"
"2021-09-01 00:10:00","2021-09-01 00:10:00","2021-09-01 03:10:00","2021-09-01 03:10:00","1605.1"
"2021-09-01 00:13:00","2021-09-01 00:13:00","2021-09-01 03:13:00","2021-09-01 03:13:00","1606.0"
"2021-09-01 00:16:00","2021-09-01 00:16:00","2021-09-01 03:16:00","2021-09-01 03:16:00","1599.0"
"2021-09-01 00:19:00","2021-09-01 00:19:00","2021-09-01 03:19:00","2021-09-01 03:19:00","1576.1"
"2021-09-01 00:22:00","2021-09-01 00:22:00","2021-09-01 03:22:00","2021-09-01 03:22:00","1581.5"
"2021-09-01 00:25:00","2021-09-01 00:25:00","2021-09-01 03:25:00","2021-09-01 03:25:00","1568.4"
"2021-09-01 00:28:00","2021-09-01 00:28:00","2021-09-01 03:28:00","2021-09-01 03:28:00","1549.0"
"2021-09-01 00:31:00","2021-09-01 00:31:00","2021-09-01 03:31:00","2021-09-01 03:31:00","1554.0"
"2021-09-01 00:34:00","2021-09-01 00:34:00","2021-09-01 03:34:00","2021-09-01 03:34:00","1564.0"
"2021-09-01 00:37:00","2021-09-01 00:37:00","2021-09-01 03:37:00","2021-09-01 03:37:00","1570.0"
"2021-09-01 00:40:00","2021-09-01 00:40:00","2021-09-01 03:40:00","2021-09-01 03:40:00","1590.5"
"2021-09-01 00:43:00","2021-09-01 00:43:00","2021-09-01 03:43:00","2021-09-01 03:43:00","1603.0"
"2021-09-01 00:46:00","2021-09-01 00:46:00","2021-09-01 03:46:00","2021-09-01 03:46:00","1612.4"
"2021-09-01 00:49:00","2021-09-01 00:49:00","2021-09-01 03:49:00","2021-09-01 03:49:00","1677.8"
"2021-09-01 00:52:00","2021-09-01 00:52:00","2021-09-01 03:52:00","2021-09-01 03:52:00","1686.5"
"2021-09-01 00:55:00","2021-09-01 00:55:00","2021-09-01 03:55:00","2021-09-01 03:55:00","1705.5"
"2021-09-01 00:58:00","2021-09-01 00:58:00","2021-09-01 03:58:00","2021-09-01 03:58:00","1697.0"
"2021-09-01 01:01:00","2021-09-01 01:01:00","2021-09-01 04:01:00","2021-09-01 04:01:00","1687.0"
"2021-09-01 01:04:00","2021-09-01 01:04:00","2021-09-01 04:04:00","2021-09-01 04:04:00","1710.0"
"2021-09-01 01:07:00","2021-09-01 01:07:00","2021-09-01 04:07:00","2021-09-01 04:07:00","1705.0"
"2021-09-01 01:10:00","2021-09-01 01:10:00","2021-09-01 04:10:00","2021-09-01 04:10:00","1716.5"
"2021-09-01 01:13:00","2021-09-01 01:13:00","2021-09-01 04:13:00","2021-09-01 04:13:00","1721.0"
"2021-09-01 01:16:00","2021-09-01 01:16:00","2021-09-01 04:16:00","2021-09-01 04:16:00","1715.0"
"2021-09-01 01:19:00","2021-09-01 01:19:00","2021-09-01 04:19:00","2021-09-01 04:19:00","1732.5"
"2021-09-01 01:22:00","2021-09-01 01:22:00","2021-09-01 04:22:00","2021-09-01 04:22:00","1703.0"
"2021-09-01 01:25:00","2021-09-01 01:25:00","2021-09-01 04:25:00","2021-09-01 04:25:00","1693.0"
"2021-09-01 01:28:00","2021-09-01 01:28:00","2021-09-01 04:28:00","2021-09-01 04:28:00","1697.4"
"2021-09-01 01:31:00","2021-09-01 01:31:00","2021-09-01 04:31:00","2021-09-01 04:31:00","1683.6"
"2021-09-01 01:34:00","2021-09-01 01:34:00","2021-09-01 04:34:00","2021-09-01 04:34:00","1655.5"
"2021-09-01 01:37:00","2021-09-01 01:37:00","2021-09-01 04:37:00","2021-09-01 04:37:00","1634.0"
"2021-09-01 01:40:00","2021-09-01 01:40:00","2021-09-01 04:40:00","2021-09-01 04:40:00","1635.5"
"2021-09-01 01:43:00","2021-09-01 01:43:00","2021-09-01 04:43:00","2021-09-01 04:43:00","1626.0"
"2021-09-01 01:46:00","2021-09-01 01:46:00","2021-09-01 04:46:00","2021-09-01 04:46:00","1660.0"
"2021-09-01 01:49:00","2021-09-01 01:49:00","2021-09-01 04:49:00","2021-09-01 04:49:00","1668.4"
"2021-09-01 01:52:00","2021-09-01 01:52:00","2021-09-01 04:52:00","2021-09-01 04:52:00","1664.0"
"2021-09-01 01:55:00","2021-09-01 01:55:00","2021-09-01 04:55:00","2021-09-01 04:55:00","1644.0"
"2021-09-01 01:58:00","2021-09-01 01:58:00","2021-09-01 04:58:00","2021-09-01 04:58:00","1632.1"
"2021-09-01 02:01:00","2021-09-01 02:01:00","2021-09-01 05:01:00","2021-09-01 05:01:00","1635.0"
"2021-09-01 02:04:00","2021-09-01 02:04:00","2021-09-01 05:04:00","2021-09-01 05:04:00","1633.5"
"2021-09-01 02:07:00","2021-09-01 02:07:00","2021-09-01 05:07:00","2021-09-01 05:07:00","1616.6"
"2021-09-01 02:10:00","2021-09-01 02:10:00","2021-09-01 05:10:00","2021-09-01 05:10:00","1609.5"
"2021-09-01 02:13:00","2021-09-01 02:13:00","2021-09-01 05:13:00","2021-09-01 05:13:00","1635.4"
"2021-09-01 02:16:00","2021-09-01 02:16:00","2021-09-01 05:16:00","2021-09-01 05:16:00","1630.5"
"2021-09-01 02:19:00","2021-09-01 02:19:00","2021-09-01 05:19:00","2021-09-01 05:19:00","1631.5"
"2021-09-01 02:22:00","2021-09-01 02:22:00","2021-09-01 05:22:00","2021-09-01 05:22:00","1641.0"
"2021-09-01 02:25:00","2021-09-01 02:25:00","2021-09-01 05:25:00","2021-09-01 05:25:00","1649.5"
"2021-09-01 02:28:00","2021-09-01 02:28:00","2021-09-01 05:28:00","2021-09-01 05:28:00","1643.5"
"2021-09-01 02:31:00","2021-09-01 02:31:00","2021-09-01 05:31:00","2021-09-01 05:31:00","1652.0"
"2021-09-01 02:34:00","2021-09-01 02:34:00","2021-09-01 05:34:00","2021-09-01 05:34:00","1659.0"
"2021-09-01 02:37:00","2021-09-01 02:37:00","2021-09-01 05:37:00","2021-09-01 05:37:00","1662.0"
"2021-09-01 02:40:00","2021-09-01 02:40:00","2021-09-01 05:40:00","2021-09-01 05:40:00","1660.0"
"2021-09-01 02:43:00","2021-09-01 02:43:00","2021-09-01 05:43:00","2021-09-01 05:43:00","1652.0"
"2021-09-01 02:46:00","2021-09-01 02:46:00","2021-09-01 05:46:00","2021-09-01 05:46:00","1651.5"
"2021-09-01 02:49:00","2021-09-01 02:49:00","2021-09-01 05:49:00","2021-09-01 05:49:00","1629.0"
"2021-09-01 02:52:00","2021-09-01 02:52:00","2021-09-01 05:52:00","2021-09-01 05:52:00","1619.5"
"2021-09-01 02:55:00","2021-09-01 02:55:00","2021-09-01 05:55:00","2021-09-01 05:55:00","1612.1"
"2021-09-01 02:58:00","2021-09-01 02:58:00","2021-09-01 05:58:00","2021-09-01 05:58:00","1621.0"
"2021-09-01 03:01:00","2021-09-01 03:01:00","2021-09-01 06:01:00","2021-09-01 06:01:00","1617.5"
"2021-09-01 03:04:00","2021-09-01 03:04:00","2021-09-01 06:04:00","2021-09-01 06:04:00","1599.5"
"2021-09-01 03:07:00","2021-09-01 03:07:00","2021-09-01 06:07:00","2021-09-01 06:07:00","1613.5"
"2021-09-01 03:10:00","2021-09-01 03:10:00","2021-09-01 06:10:00","2021-09-01 06:10:00","1610.0"
"2021-09-01 03:13:00","2021-09-01 03:13:00","2021-09-01 06:13:00","2021-09-01 06:13:00","1591.5"
"2021-09-01 03:16:00","2021-09-01 03:16:00","2021-09-01 06:16:00","2021-09-01 06:16:00","1588.0"
"2021-09-01 03:19:00","2021-09-01 03:19:00","2021-09-01 06:19:00","2021-09-01 06:19:00","1593.0"
"2021-09-01 03:22:00","2021-09-01 03:22:00","2021-09-01 06:22:00","2021-09-01 06:22:00","1581.5"
"2021-09-01 03:25:00","2021-09-01 03:25:00","2021-09-01 06:25:00","2021-09-01 06:25:00","1586.5"
"2021-09-01 03:28:00","2021-09-01 03:28:00","2021-09-01 06:28:00","2021-09-01 06:28:00","1580.0"
"2021-09-01 03:31:00","2021-09-01 03:31:00","2021-09-01 06:31:00","2021-09-01 06:31:00","1563.0"
"2021-09-01 03:34:00","2021-09-01 03:34:00","2021-09-01 06:34:00","2021-09-01 06:34:00","1565.5"
"2021-09-01 03:37:00","2021-09-01 03:37:00","2021-09-01 06:37:00","2021-09-01 06:37:00","1570.5"
"2021-09-01 03:40:00","2021-09-01 03:40:00","2021-09-01 06:40:00","2021-09-01 06:40:00","1601.0"
"2021-09-01 03:43:00","2021-09-01 03:43:00","2021-09-01 06:43:00","2021-09-01 06:43:00","1619.4"
"2021-09-01 03:46:00","2021-09-01 03:46:00","2021-09-01 06:46:00","2021-09-01 06:46:00","1607.5"
"2021-09-01 03:49:00","2021-09-01 03:49:00","2021-09-01 06:49:00","2021-09-01 06:49:00","1614.5"
"2021-09-01 03:52:00","2021-09-01 03:52:00","2021-09-01 06:52:00","2021-09-01 06:52:00","1620.0"
"2021-09-01 03:55:00","2021-09-01 03:55:00","2021-09-01 06:55:00","2021-09-01 06:55:00","1612.5"
"2021-09-01 03:58:00","2021-09-01 03:58:00","2021-09-01 06:58:00","2021-09-01 06:58:00","1609.0"
"2021-09-01 04:01:00","2021-09-01 04:01:00","2021-09-01 07:01:00","2021-09-01 07:01:00","1609.5"
"2021-09-01 04:04:00","2021-09-01 04:04:00","2021-09-01 07:04:00","2021-09-01 07:04:00","1611.5"
"2021-09-01 04:07:00","2021-09-01 04:07:00","2021-09-01 07:07:00","2021-09-01 07:07:00","1593.0"
"2021-09-01 04:10:00","2021-09-01 04:10:00","2021-09-01 07:10:00","2021-09-01 07:10:00","1593.5"
"2021-09-01 04:13:00","2021-09-01 04:13:00","2021-09-01 07:13:00","2021-09-01 07:13:00","1578.5"
"2021-09-01 04:16:00","2021-09-01 04:16:00","2021-09-01 07:16:00","2021-09-01 07:16:00","1551.0"
"2021-09-01 04:19:00","2021-09-01 04:19:00","2021-09-01 07:19:00","2021-09-01 07:19:00","1541.0"
"2021-09-01 04:22:00","2021-09-01 04:22:00","2021-09-01 07:22:00","2021-09-01 07:22:00","1482.0"
"2021-09-01 04:25:00","2021-09-01 04:25:00","2021-09-01 07:25:00","2021-09-01 07:25:00","1460.5"
"2021-09-01 04:28:00","2021-09-01 04:28:00","2021-09-01 07:28:00","2021-09-01 07:28:00","1423.5"
"2021-09-01 04:31:00","2021-09-01 04:31:00","2021-09-01 07:31:00","2021-09-01 07:31:00","1405.4"
"2021-09-01 04:34:00","2021-09-01 04:34:00","2021-09-01 07:34:00","2021-09-01 07:34:00","1383.0"
"2021-09-01 04:37:00","2021-09-01 04:37:00","2021-09-01 07:37:00","2021-09-01 07:37:00","1363.5"
"2021-09-01 04:40:00","2021-09-01 04:40:00","2021-09-01 07:40:00","2021-09-01 07:40:00","1370.0"
"2021-09-01 04:43:00","2021-09-01 04:43:00","2021-09-01 07:43:00","2021-09-01 07:43:00","1360.4"
"2021-09-01 04:46:00","2021-09-01 04:46:00","2021-09-01 07:46:00","2021-09-01 07:46:00","1353.5"
"2021-09-01 04:49:00","2021-09-01 04:49:00","2021-09-01 07:49:00","2021-09-01 07:49:00","1317.1"
"2021-09-01 04:52:00","2021-09-01 04:52:00","2021-09-01 07:52:00","2021-09-01 07:52:00","1297.0"
"2021-09-01 04:55:00","2021-09-01 04:55:00","2021-09-01 07:55:00","2021-09-01 07:55:00","1269.0"
"2021-09-01 04:58:00","2021-09-01 04:58:00","2021-09-01 07:58:00","2021-09-01 07:58:00","1254.5"
"2021-09-01 05:01:00","2021-09-01 05:01:00","2021-09-01 08:01:00","2021-09-01 08:01:00","1238.5"
"2021-09-01 05:04:00","2021-09-01 05:04:00","2021-09-01 08:04:00","2021-09-01 08:04:00","1233.0"
"2021-09-01 05:07:00","2021-09-01 05:07:00","2021-09-01 08:07:00","2021-09-01 08:07:00","1211.5"
"2021-09-01 05:10:00","2021-09-01 05:10:00","2021-09-01 08:10:00","2021-09-01 08:10:00","1209.5"
"2021-09-01 05:13:00","2021-09-01 05:13:00","2021-09-01 08:13:00","2021-09-01 08:13:00","1208.5"
"2021-09-01 05:16:00","2021-09-01 05:16:00","2021-09-01 08:16:00","2021-09-01 08:16:00","1203.0"
"2021-09-01 05:19:00","2021-09-01 05:19:00","2021-09-01 08:19:00","2021-09-01 08:19:00","1196.1"
"2021-09-01 05:22:00","2021-09-01 05:22:00","2021-09-01 08:22:00","2021-09-01 08:22:00","1178.0"
"2021-09-01 05:25:00","2021-09-01 05:25:00","2021-09-01 08:25:00","2021-09-01 08:25:00","1167.5"
"2021-09-01 05:28:00","2021-09-01 05:28:00","2021-09-01 08:28:00","2021-09-01 08:28:00","1169.1"
"2021-09-01 05:31:00","2021-09-01 05:31:00","2021-09-01 08:31:00","2021-09-01 08:31:00","1175.5"
"2021-09-01 05:34:00","2021-09-01 05:34:00","2021-09-01 08:34:00","2021-09-01 08:34:00","1177.0"
"2021-09-01 05:37:00","2021-09-01 05:37:00","2021-09-01 08:37:00","2021-09-01 08:37:00","1185.9"
"2021-09-01 05:40:00","2021-09-01 05:40:00","2021-09-01 08:40:00","2021-09-01 08:40:00","1161.1"
"2021-09-01 05:43:00","2021-09-01 05:43:00","2021-09-01 08:43:00","2021-09-01 08:43:00","1167.4"
"2021-09-01 05:46:00","2021-09-01 05:46:00","2021-09-01 08:46:00","2021-09-01 08:46:00","1166.0"
"2021-09-01 05:49:00","2021-09-01 05:49:00","2021-09-01 08:49:00","2021-09-01 08:49:00","1143.0"
"2021-09-01 05:52:00","2021-09-01 05:52:00","2021-09-01 08:52:00","2021-09-01 08:52:00","1142.0"
"2021-09-01 05:55:00","2021-09-01 05:55:00","2021-09-01 08:55:00","2021-09-01 08:55:00","1129.5"
"2021-09-01 05:58:00","2021-09-01 05:58:00","2021-09-01 08:58:00","2021-09-01 08:58:00","1115.0"
"2021-09-01 06:01:00","2021-09-01 06:01:00","2021-09-01 09:01:00","2021-09-01 09:01:00","1112.6"
"2021-09-01 06:04:00","2021-09-01 06:04:00","2021-09-01 09:04:00","2021-09-01 09:04:00","1101.0"
"2021-09-01 06:07:00","2021-09-01 06:07:00","2021-09-01 09:07:00","2021-09-01 09:07:00","1125.0"
"2021-09-01 06:10:00","2021-09-01 06:10:00","2021-09-01 09:10:00","2021-09-01 09:10:00","1111.6"
"2021-09-01 06:13:00","2021-09-01 06:13:00","2021-09-01 09:13:00","2021-09-01 09:13:00","1095.0"
"2021-09-01 06:16:00","2021-09-01 06:16:00","2021-09-01 09:16:00","2021-09-01 09:16:00","1095.0"
"2021-09-01 06:19:00","2021-09-01 06:19:00","2021-09-01 09:19:00","2021-09-01 09:19:00","1095.0"
"2021-09-01 06:22:00","2021-09-01 06:22:00","2021-09-01 09:22:00","2021-09-01 09:22:00","1092.5"
"2021-09-01 06:25:00","2021-09-01 06:25:00","2021-09-01 09:25:00","2021-09-01 09:25:00","1092.5"
"2021-09-01 06:28:00","2021-09-01 06:28:00","2021-09-01 09:28:00","2021-09-01 09:28:00","1076.0"
"2021-09-01 06:31:00","2021-09-01 06:31:00","2021-09-01 09:31:00","2021-09-01 09:31:00","1087.0"
"2021-09-01 06:34:00","2021-09-01 06:34:00","2021-09-01 09:34:00","2021-09-01 09:34:00","1088.0"
"2021-09-01 06:37:00","2021-09-01 06:37:00","2021-09-01 09:37:00","2021-09-01 09:37:00","1082.0"
"2021-09-01 06:40:00","2021-09-01 06:40:00","2021-09-01 09:40:00","2021-09-01 09:40:00","1061.4"
"2021-09-01 06:43:00","2021-09-01 06:43:00","2021-09-01 09:43:00","2021-09-01 09:43:00","1067.5"
"2021-09-01 06:46:00","2021-09-01 06:46:00","2021-09-01 09:46:00","2021-09-01 09:46:00","1047.0"
"2021-09-01 06:49:00","2021-09-01 06:49:00","2021-09-01 09:49:00","2021-09-01 09:49:00","1087.0"
"2021-09-01 06:52:00","2021-09-01 06:52:00","2021-09-01 09:52:00","2021-09-01 09:52:00","1095.5"
"2021-09-01 06:55:00","2021-09-01 06:55:00","2021-09-01 09:55:00","2021-09-01 09:55:00","1083.0"
"2021-09-01 06:58:00","2021-09-01 06:58:00","2021-09-01 09:58:00","2021-09-01 09:58:00","1083.0"
"2021-09-01 07:01:00","2021-09-01 07:01:00","2021-09-01 10:01:00","2021-09-01 10:01:00","1065.0"
"2021-09-01 07:04:00","2021-09-01 07:04:00","2021-09-01 10:04:00","2021-09-01 10:04:00","1057.0"
"2021-09-01 07:07:00","2021-09-01 07:07:00","2021-09-01 10:07:00","2021-09-01 10:07:00","1083.0"
"2021-09-01 07:10:00","2021-09-01 07:10:00","2021-09-01 10:10:00","2021-09-01 10:10:00","1094.0"
"2021-09-01 07:13:00","2021-09-01 07:13:00","2021-09-01 10:13:00","2021-09-01 10:13:00","1087.0"
"2021-09-01 07:16:00","2021-09-01 07:16:00","2021-09-01 10:16:00","2021-09-01 10:16:00","1095.9"
"2021-09-01 07:19:00","2021-09-01 07:19:00","2021-09-01 10:19:00","2021-09-01 10:19:00","1090.5"
"2021-09-01 07:22:00","2021-09-01 07:22:00","2021-09-01 10:22:00","2021-09-01 10:22:00","1071.0"
"2021-09-01 07:25:00","2021-09-01 07:25:00","2021-09-01 10:25:00","2021-09-01 10:25:00","1063.9"
"2021-09-01 07:28:00","2021-09-01 07:28:00","2021-09-01 10:28:00","2021-09-01 10:28:00","1065.1"
"2021-09-01 07:31:00","2021-09-01 07:31:00","2021-09-01 10:31:00","2021-09-01 10:31:00","1049.5"
"2021-09-01 07:34:00","2021-09-01 07:34:00","2021-09-01 10:34:00","2021-09-01 10:34:00","1057.4"
"2021-09-01 07:37:00","2021-09-01 07:37:00","2021-09-01 10:37:00","2021-09-01 10:37:00","1054.1"
"2021-09-01 07:40:00","2021-09-01 07:40:00","2021-09-01 10:40:00","2021-09-01 10:40:00","1075.0"
"2021-09-01 07:43:00","2021-09-01 07:43:00","2021-09-01 10:43:00","2021-09-01 10:43:00","1048.1"
"2021-09-01 07:46:00","2021-09-01 07:46:00","2021-09-01 10:46:00","2021-09-01 10:46:00","1032.0"
"2021-09-01 07:49:00","2021-09-01 07:49:00","2021-09-01 10:49:00","2021-09-01 10:49:00","1021.0"
"2021-09-01 07:52:00","2021-09-01 07:52:00","2021-09-01 10:52:00","2021-09-01 10:52:00","1057.0"
"2021-09-01 07:55:00","2021-09-01 07:55:00","2021-09-01 10:55:00","2021-09-01 10:55:00","1036.5"
"2021-09-01 07:58:00","2021-09-01 07:58:00","2021-09-01 10:58:00","2021-09-01 10:58:00","1045.6"
"2021-09-01 08:01:00","2021-09-01 08:01:00","2021-09-01 11:01:00","2021-09-01 11:01:00","1039.0"
"2021-09-01 08:04:00","2021-09-01 08:04:00","2021-09-01 11:04:00","2021-09-01 11:04:00","1060.0"
"2021-09-01 08:07:00","2021-09-01 08:07:00","2021-09-01 11:07:00","2021-09-01 11:07:00","1056.0"
"2021-09-01 08:10:00","2021-09-01 08:10:00","2021-09-01 11:10:00","2021-09-01 11:10:00","1063.0"
"2021-09-01 08:13:00","2021-09-01 08:13:00","2021-09-01 11:13:00","2021-09-01 11:13:00","1059.0"
"2021-09-01 08:16:00","2021-09-01 08:16:00","2021-09-01 11:16:00","2021-09-01 11:16:00","1042.1"
"2021-09-01 08:19:00","2021-09-01 08:19:00","2021-09-01 11:19:00","2021-09-01 11:19:00","1050.5"
"2021-09-01 08:22:00","2021-09-01 08:22:00","2021-09-01 11:22:00","2021-09-01 11:22:00","1065.5"
"2021-09-01 08:25:00","2021-09-01 08:25:00","2021-09-01 11:25:00","2021-09-01 11:25:00","1065.0"
"2021-09-01 08:28:00","2021-09-01 08:28:00","2021-09-01 11:28:00","2021-09-01 11:28:00","1053.5"
"2021-09-01 08:31:00","2021-09-01 08:31:00","2021-09-01 11:31:00","2021-09-01 11:31:00","1086.4"
"2021-09-01 08:34:00","2021-09-01 08:34:00","2021-09-01 11:34:00","2021-09-01 11:34:00","1084.0"
"2021-09-01 08:37:00","2021-09-01 08:37:00","2021-09-01 11:37:00","2021-09-01 11:37:00","1114.0"
"2021-09-01 08:40:00","2021-09-01 08:40:00","2021-09-01 11:40:00","2021-09-01 11:40:00","1120.5"
