"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+03:00","Lopetusaika UTC+03:00","Tuulivoimatuotanto - reaaliaikatieto"
"2021-11-01 00:22:00","2021-11-01 00:22:00","2021-11-01 03:22:00","2021-11-01 03:22:00","1085.5"
"2021-11-01 00:25:00","2021-11-01 00:25:00","2021-11-01 03:25:00","2021-11-01 03:25:00","1082.5"
"2021-11-01 00:28:00","2021-11-01 00:28:00","2021-11-01 03:28:00","2021-11-01 03:28:00","1083.5"
"2021-11-01 00:31:00","2021-11-01 00:31:00","2021-11-01 03:31:00","2021-11-01 03:31:00","1091.4"
"2021-11-01 00:34:00","2021-11-01 00:34:00","2021-11-01 03:34:00","2021-11-01 03:34:00","1081.0"
"2021-11-01 00:37:00","2021-11-01 00:37:00","2021-11-01 03:37:00","2021-11-01 03:37:00","1073.5"
"2021-11-01 00:40:00","2021-11-01 00:40:00","2021-11-01 03:40:00","2021-11-01 03:40:00","1085.0"
"2021-11-01 00:43:00","2021-11-01 00:43:00","2021-11-01 03:43:00","2021-11-01 03:43:00","1086.0"
"2021-11-01 00:46:00","2021-11-01 00:46:00","2021-11-01 03:46:00","2021-11-01 03:46:00","1071.0"
"2021-11-01 00:49:00","2021-11-01 00:49:00","2021-11-01 03:49:00","2021-11-01 03:49:00","1067.5"
"2021-11-01 00:52:00","2021-11-01 00:52:00","2021-11-01 03:52:00","2021-11-01 03:52:00","1050.0"
"2021-11-01 00:55:00","2021-11-01 00:55:00","2021-11-01 03:55:00","2021-11-01 03:55:00","1058.0"
"2021-11-01 00:58:00","2021-11-01 00:58:00","2021-11-01 03:58:00","2021-11-01 03:58:00","1050.0"
"2021-11-01 01:01:00","2021-11-01 01:01:00","2021-11-01 04:01:00","2021-11-01 04:01:00","1032.2"
"2021-11-01 01:04:00","2021-11-01 01:04:00","2021-11-01 04:04:00","2021-11-01 04:04:00","1055.0"
"2021-11-01 01:07:00","2021-11-01 01:07:00","2021-11-01 04:07:00","2021-11-01 04:07:00","1037.0"
"2021-11-01 01:10:00","2021-11-01 01:10:00","2021-11-01 04:10:00","2021-11-01 04:10:00","1036.0"
"2021-11-01 01:13:00","2021-11-01 01:13:00","2021-11-01 04:13:00","2021-11-01 04:13:00","1033.5"
"2021-11-01 01:16:00","2021-11-01 01:16:00","2021-11-01 04:16:00","2021-11-01 04:16:00","1042.0"
"2021-11-01 01:19:00","2021-11-01 01:19:00","2021-11-01 04:19:00","2021-11-01 04:19:00","1035.0"
"2021-11-01 01:22:00","2021-11-01 01:22:00","2021-11-01 04:22:00","2021-11-01 04:22:00","1014.5"
"2021-11-01 01:25:00","2021-11-01 01:25:00","2021-11-01 04:25:00","2021-11-01 04:25:00","1012.0"
"2021-11-01 01:28:00","2021-11-01 01:28:00","2021-11-01 04:28:00","2021-11-01 04:28:00","1021.0"
"2021-11-01 01:31:00","2021-11-01 01:31:00","2021-11-01 04:31:00","2021-11-01 04:31:00","1015.0"
"2021-11-01 01:34:00","2021-11-01 01:34:00","2021-11-01 04:34:00","2021-11-01 04:34:00","1021.5"
"2021-11-01 01:37:00","2021-11-01 01:37:00","2021-11-01 04:37:00","2021-11-01 04:37:00","1024.0"
"2021-11-01 01:40:00","2021-11-01 01:40:00","2021-11-01 04:40:00","2021-11-01 04:40:00","1021.0"
"2021-11-01 01:43:00","2021-11-01 01:43:00","2021-11-01 04:43:00","2021-11-01 04:43:00","1003.0"
"2021-11-01 01:46:00","2021-11-01 01:46:00","2021-11-01 04:46:00","2021-11-01 04:46:00","1005.5"
"2021-11-01 01:49:00","2021-11-01 01:49:00","2021-11-01 04:49:00","2021-11-01 04:49:00","1015.5"
"2021-11-01 01:52:00","2021-11-01 01:52:00","2021-11-01 04:52:00","2021-11-01 04:52:00","1012.0"
"2021-11-01 01:55:00","2021-11-01 01:55:00","2021-11-01 04:55:00","2021-11-01 04:55:00","1000.0"
"2021-11-01 01:58:00","2021-11-01 01:58:00","2021-11-01 04:58:00","2021-11-01 04:58:00","999.5"
"2021-11-01 02:01:00","2021-11-01 02:01:00","2021-11-01 05:01:00","2021-11-01 05:01:00","988.01"
"2021-11-01 02:04:00","2021-11-01 02:04:00","2021-11-01 05:04:00","2021-11-01 05:04:00","988.54"
"2021-11-01 02:07:00","2021-11-01 02:07:00","2021-11-01 05:07:00","2021-11-01 05:07:00","953.06"
"2021-11-01 02:10:00","2021-11-01 02:10:00","2021-11-01 05:10:00","2021-11-01 05:10:00","953.47"
"2021-11-01 02:13:00","2021-11-01 02:13:00","2021-11-01 05:13:00","2021-11-01 05:13:00","940.06"
"2021-11-01 02:16:00","2021-11-01 02:16:00","2021-11-01 05:16:00","2021-11-01 05:16:00","921.99"
"2021-11-01 02:19:00","2021-11-01 02:19:00","2021-11-01 05:19:00","2021-11-01 05:19:00","927.01"
"2021-11-01 02:22:00","2021-11-01 02:22:00","2021-11-01 05:22:00","2021-11-01 05:22:00","928.98"
"2021-11-01 02:25:00","2021-11-01 02:25:00","2021-11-01 05:25:00","2021-11-01 05:25:00","918.03"
"2021-11-01 02:28:00","2021-11-01 02:28:00","2021-11-01 05:28:00","2021-11-01 05:28:00","917.02"
"2021-11-01 02:31:00","2021-11-01 02:31:00","2021-11-01 05:31:00","2021-11-01 05:31:00","921.89"
"2021-11-01 02:34:00","2021-11-01 02:34:00","2021-11-01 05:34:00","2021-11-01 05:34:00","906.0"
"2021-11-01 02:37:00","2021-11-01 02:37:00","2021-11-01 05:37:00","2021-11-01 05:37:00","887.1"
"2021-11-01 02:40:00","2021-11-01 02:40:00","2021-11-01 05:40:00","2021-11-01 05:40:00","889.55"
"2021-11-01 02:43:00","2021-11-01 02:43:00","2021-11-01 05:43:00","2021-11-01 05:43:00","889.08"
"2021-11-01 02:46:00","2021-11-01 02:46:00","2021-11-01 05:46:00","2021-11-01 05:46:00","875.0"
"2021-11-01 02:49:00","2021-11-01 02:49:00","2021-11-01 05:49:00","2021-11-01 05:49:00","870.03"
"2021-11-01 02:52:00","2021-11-01 02:52:00","2021-11-01 05:52:00","2021-11-01 05:52:00","849.01"
"2021-11-01 02:55:00","2021-11-01 02:55:00","2021-11-01 05:55:00","2021-11-01 05:55:00","840.11"
"2021-11-01 02:58:00","2021-11-01 02:58:00","2021-11-01 05:58:00","2021-11-01 05:58:00","832.05"
"2021-11-01 03:01:00","2021-11-01 03:01:00","2021-11-01 06:01:00","2021-11-01 06:01:00","820.99"
"2021-11-01 03:04:00","2021-11-01 03:04:00","2021-11-01 06:04:00","2021-11-01 06:04:00","820.02"
"2021-11-01 03:07:00","2021-11-01 03:07:00","2021-11-01 06:07:00","2021-11-01 06:07:00","803.02"
"2021-11-01 03:10:00","2021-11-01 03:10:00","2021-11-01 06:10:00","2021-11-01 06:10:00","806.94"
"2021-11-01 03:13:00","2021-11-01 03:13:00","2021-11-01 06:13:00","2021-11-01 06:13:00","796.0"
"2021-11-01 03:16:00","2021-11-01 03:16:00","2021-11-01 06:16:00","2021-11-01 06:16:00","806.96"
"2021-11-01 03:19:00","2021-11-01 03:19:00","2021-11-01 06:19:00","2021-11-01 06:19:00","802.01"
"2021-11-01 03:22:00","2021-11-01 03:22:00","2021-11-01 06:22:00","2021-11-01 06:22:00","797.99"
"2021-11-01 03:25:00","2021-11-01 03:25:00","2021-11-01 06:25:00","2021-11-01 06:25:00","803.55"
"2021-11-01 03:28:00","2021-11-01 03:28:00","2021-11-01 06:28:00","2021-11-01 06:28:00","799.0"
"2021-11-01 03:31:00","2021-11-01 03:31:00","2021-11-01 06:31:00","2021-11-01 06:31:00","792.01"
"2021-11-01 03:34:00","2021-11-01 03:34:00","2021-11-01 06:34:00","2021-11-01 06:34:00","788.0"
"2021-11-01 03:37:00","2021-11-01 03:37:00","2021-11-01 06:37:00","2021-11-01 06:37:00","787.04"
"2021-11-01 03:40:00","2021-11-01 03:40:00","2021-11-01 06:40:00","2021-11-01 06:40:00","787.91"
"2021-11-01 03:43:00","2021-11-01 03:43:00","2021-11-01 06:43:00","2021-11-01 06:43:00","789.01"
"2021-11-01 03:46:00","2021-11-01 03:46:00","2021-11-01 06:46:00","2021-11-01 06:46:00","775.0"
"2021-11-01 03:49:00","2021-11-01 03:49:00","2021-11-01 06:49:00","2021-11-01 06:49:00","768.0"
"2021-11-01 03:52:00","2021-11-01 03:52:00","2021-11-01 06:52:00","2021-11-01 06:52:00","768.01"
"2021-11-01 03:55:00","2021-11-01 03:55:00","2021-11-01 06:55:00","2021-11-01 06:55:00","778.99"
"2021-11-01 03:58:00","2021-11-01 03:58:00","2021-11-01 06:58:00","2021-11-01 06:58:00","765.04"
"2021-11-01 04:01:00","2021-11-01 04:01:00","2021-11-01 07:01:00","2021-11-01 07:01:00","754.63"
"2021-11-01 04:04:00","2021-11-01 04:04:00","2021-11-01 07:04:00","2021-11-01 07:04:00","762.48"
"2021-11-01 04:07:00","2021-11-01 04:07:00","2021-11-01 07:07:00","2021-11-01 07:07:00","755.53"
"2021-11-01 04:10:00","2021-11-01 04:10:00","2021-11-01 07:10:00","2021-11-01 07:10:00","758.02"
"2021-11-01 04:13:00","2021-11-01 04:13:00","2021-11-01 07:13:00","2021-11-01 07:13:00","758.01"
"2021-11-01 04:16:00","2021-11-01 04:16:00","2021-11-01 07:16:00","2021-11-01 07:16:00","742.53"
"2021-11-01 04:19:00","2021-11-01 04:19:00","2021-11-01 07:19:00","2021-11-01 07:19:00","764.48"
"2021-11-01 04:22:00","2021-11-01 04:22:00","2021-11-01 07:22:00","2021-11-01 07:22:00","773.45"
"2021-11-01 04:25:00","2021-11-01 04:25:00","2021-11-01 07:25:00","2021-11-01 07:25:00","763.56"
"2021-11-01 04:28:00","2021-11-01 04:28:00","2021-11-01 07:28:00","2021-11-01 07:28:00","770.95"
"2021-11-01 04:31:00","2021-11-01 04:31:00","2021-11-01 07:31:00","2021-11-01 07:31:00","764.01"
"2021-11-01 04:34:00","2021-11-01 04:34:00","2021-11-01 07:34:00","2021-11-01 07:34:00","790.94"
"2021-11-01 04:37:00","2021-11-01 04:37:00","2021-11-01 07:37:00","2021-11-01 07:37:00","791.5"
"2021-11-01 04:40:00","2021-11-01 04:40:00","2021-11-01 07:40:00","2021-11-01 07:40:00","805.5"
"2021-11-01 04:43:00","2021-11-01 04:43:00","2021-11-01 07:43:00","2021-11-01 07:43:00","805.5"
"2021-11-01 04:46:00","2021-11-01 04:46:00","2021-11-01 07:46:00","2021-11-01 07:46:00","804.99"
"2021-11-01 04:49:00","2021-11-01 04:49:00","2021-11-01 07:49:00","2021-11-01 07:49:00","820.95"
"2021-11-01 04:52:00","2021-11-01 04:52:00","2021-11-01 07:52:00","2021-11-01 07:52:00","818.97"
"2021-11-01 04:55:00","2021-11-01 04:55:00","2021-11-01 07:55:00","2021-11-01 07:55:00","832.52"
"2021-11-01 04:58:00","2021-11-01 04:58:00","2021-11-01 07:58:00","2021-11-01 07:58:00","832.0"
"2021-11-01 05:01:00","2021-11-01 05:01:00","2021-11-01 08:01:00","2021-11-01 08:01:00","852.39"
"2021-11-01 05:04:00","2021-11-01 05:04:00","2021-11-01 08:04:00","2021-11-01 08:04:00","855.92"
"2021-11-01 05:07:00","2021-11-01 05:07:00","2021-11-01 08:07:00","2021-11-01 08:07:00","864.0"
"2021-11-01 05:10:00","2021-11-01 05:10:00","2021-11-01 08:10:00","2021-11-01 08:10:00","847.03"
"2021-11-01 05:13:00","2021-11-01 05:13:00","2021-11-01 08:13:00","2021-11-01 08:13:00","843.01"
"2021-11-01 05:16:00","2021-11-01 05:16:00","2021-11-01 08:16:00","2021-11-01 08:16:00","841.5"
"2021-11-01 05:19:00","2021-11-01 05:19:00","2021-11-01 08:19:00","2021-11-01 08:19:00","849.48"
"2021-11-01 05:22:00","2021-11-01 05:22:00","2021-11-01 08:22:00","2021-11-01 08:22:00","839.5"
"2021-11-01 05:25:00","2021-11-01 05:25:00","2021-11-01 08:25:00","2021-11-01 08:25:00","852.99"
"2021-11-01 05:28:00","2021-11-01 05:28:00","2021-11-01 08:28:00","2021-11-01 08:28:00","855.0"
"2021-11-01 05:31:00","2021-11-01 05:31:00","2021-11-01 08:31:00","2021-11-01 08:31:00","837.11"
"2021-11-01 05:34:00","2021-11-01 05:34:00","2021-11-01 08:34:00","2021-11-01 08:34:00","838.04"
"2021-11-01 05:37:00","2021-11-01 05:37:00","2021-11-01 08:37:00","2021-11-01 08:37:00","830.01"
"2021-11-01 05:40:00","2021-11-01 05:40:00","2021-11-01 08:40:00","2021-11-01 08:40:00","828.0"
"2021-11-01 05:43:00","2021-11-01 05:43:00","2021-11-01 08:43:00","2021-11-01 08:43:00","845.97"
"2021-11-01 05:46:00","2021-11-01 05:46:00","2021-11-01 08:46:00","2021-11-01 08:46:00","840.99"
"2021-11-01 05:49:00","2021-11-01 05:49:00","2021-11-01 08:49:00","2021-11-01 08:49:00","850.48"
"2021-11-01 05:52:00","2021-11-01 05:52:00","2021-11-01 08:52:00","2021-11-01 08:52:00","830.51"
"2021-11-01 05:55:00","2021-11-01 05:55:00","2021-11-01 08:55:00","2021-11-01 08:55:00","813.51"
"2021-11-01 05:58:00","2021-11-01 05:58:00","2021-11-01 08:58:00","2021-11-01 08:58:00","798.5"
"2021-11-01 06:01:00","2021-11-01 06:01:00","2021-11-01 09:01:00","2021-11-01 09:01:00","786.0"
"2021-11-01 06:04:00","2021-11-01 06:04:00","2021-11-01 09:04:00","2021-11-01 09:04:00","770.49"
"2021-11-01 06:07:00","2021-11-01 06:07:00","2021-11-01 09:07:00","2021-11-01 09:07:00","752.01"
"2021-11-01 06:10:00","2021-11-01 06:10:00","2021-11-01 09:10:00","2021-11-01 09:10:00","750.51"
"2021-11-01 06:13:00","2021-11-01 06:13:00","2021-11-01 09:13:00","2021-11-01 09:13:00","754.0"
"2021-11-01 06:16:00","2021-11-01 06:16:00","2021-11-01 09:16:00","2021-11-01 09:16:00","752.49"
"2021-11-01 06:19:00","2021-11-01 06:19:00","2021-11-01 09:19:00","2021-11-01 09:19:00","738.5"
"2021-11-01 06:22:00","2021-11-01 06:22:00","2021-11-01 09:22:00","2021-11-01 09:22:00","738.01"
"2021-11-01 06:25:00","2021-11-01 06:25:00","2021-11-01 09:25:00","2021-11-01 09:25:00","713.67"
"2021-11-01 06:28:00","2021-11-01 06:28:00","2021-11-01 09:28:00","2021-11-01 09:28:00","717.49"
"2021-11-01 06:31:00","2021-11-01 06:31:00","2021-11-01 09:31:00","2021-11-01 09:31:00","726.99"
"2021-11-01 06:34:00","2021-11-01 06:34:00","2021-11-01 09:34:00","2021-11-01 09:34:00","722.99"
"2021-11-01 06:37:00","2021-11-01 06:37:00","2021-11-01 09:37:00","2021-11-01 09:37:00","722.99"
"2021-11-01 06:40:00","2021-11-01 06:40:00","2021-11-01 09:40:00","2021-11-01 09:40:00","723.02"
"2021-11-01 06:43:00","2021-11-01 06:43:00","2021-11-01 09:43:00","2021-11-01 09:43:00","730.46"
"2021-11-01 06:46:00","2021-11-01 06:46:00","2021-11-01 09:46:00","2021-11-01 09:46:00","724.52"
"2021-11-01 06:49:00","2021-11-01 06:49:00","2021-11-01 09:49:00","2021-11-01 09:49:00","724.99"
"2021-11-01 06:52:00","2021-11-01 06:52:00","2021-11-01 09:52:00","2021-11-01 09:52:00","738.49"
"2021-11-01 06:55:00","2021-11-01 06:55:00","2021-11-01 09:55:00","2021-11-01 09:55:00","753.48"
"2021-11-01 06:58:00","2021-11-01 06:58:00","2021-11-01 09:58:00","2021-11-01 09:58:00","753.46"
"2021-11-01 07:01:00","2021-11-01 07:01:00","2021-11-01 10:01:00","2021-11-01 10:01:00","742.03"
"2021-11-01 07:04:00","2021-11-01 07:04:00","2021-11-01 10:04:00","2021-11-01 10:04:00","765.01"
"2021-11-01 07:07:00","2021-11-01 07:07:00","2021-11-01 10:07:00","2021-11-01 10:07:00","777.0"
"2021-11-01 07:10:00","2021-11-01 07:10:00","2021-11-01 10:10:00","2021-11-01 10:10:00","761.51"
"2021-11-01 07:13:00","2021-11-01 07:13:00","2021-11-01 10:13:00","2021-11-01 10:13:00","746.0"
"2021-11-01 07:16:00","2021-11-01 07:16:00","2021-11-01 10:16:00","2021-11-01 10:16:00","738.53"
"2021-11-01 07:19:00","2021-11-01 07:19:00","2021-11-01 10:19:00","2021-11-01 10:19:00","738.51"
"2021-11-01 07:22:00","2021-11-01 07:22:00","2021-11-01 10:22:00","2021-11-01 10:22:00","721.03"
"2021-11-01 07:25:00","2021-11-01 07:25:00","2021-11-01 10:25:00","2021-11-01 10:25:00","714.49"
"2021-11-01 07:28:00","2021-11-01 07:28:00","2021-11-01 10:28:00","2021-11-01 10:28:00","716.99"
"2021-11-01 07:31:00","2021-11-01 07:31:00","2021-11-01 10:31:00","2021-11-01 10:31:00","709.11"
"2021-11-01 07:34:00","2021-11-01 07:34:00","2021-11-01 10:34:00","2021-11-01 10:34:00","711.93"
"2021-11-01 07:37:00","2021-11-01 07:37:00","2021-11-01 10:37:00","2021-11-01 10:37:00","701.01"
"2021-11-01 07:40:00","2021-11-01 07:40:00","2021-11-01 10:40:00","2021-11-01 10:40:00","686.0"
"2021-11-01 07:43:00","2021-11-01 07:43:00","2021-11-01 10:43:00","2021-11-01 10:43:00","695.99"
"2021-11-01 07:46:00","2021-11-01 07:46:00","2021-11-01 10:46:00","2021-11-01 10:46:00","674.02"
"2021-11-01 07:49:00","2021-11-01 07:49:00","2021-11-01 10:49:00","2021-11-01 10:49:00","673.49"
"2021-11-01 07:52:00","2021-11-01 07:52:00","2021-11-01 10:52:00","2021-11-01 10:52:00","669.0"
"2021-11-01 07:55:00","2021-11-01 07:55:00","2021-11-01 10:55:00","2021-11-01 10:55:00","669.0"
"2021-11-01 07:58:00","2021-11-01 07:58:00","2021-11-01 10:58:00","2021-11-01 10:58:00","680.49"
"2021-11-01 08:01:00","2021-11-01 08:01:00","2021-11-01 11:01:00","2021-11-01 11:01:00","680.53"
"2021-11-01 08:04:00","2021-11-01 08:04:00","2021-11-01 11:04:00","2021-11-01 11:04:00","672.01"
"2021-11-01 08:10:00","2021-11-01 08:10:00","2021-11-01 11:10:00","2021-11-01 11:10:00","671.52"
"2021-11-01 08:13:00","2021-11-01 08:13:00","2021-11-01 11:13:00","2021-11-01 11:13:00","667.99"
"2021-11-01 08:16:00","2021-11-01 08:16:00","2021-11-01 11:16:00","2021-11-01 11:16:00","679.46"
"2021-11-01 08:19:00","2021-11-01 08:19:00","2021-11-01 11:19:00","2021-11-01 11:19:00","684.49"
"2021-11-01 08:22:00","2021-11-01 08:22:00","2021-11-01 11:22:00","2021-11-01 11:22:00","684.0"
"2021-11-01 08:25:00","2021-11-01 08:25:00","2021-11-01 11:25:00","2021-11-01 11:25:00","670.53"
"2021-11-01 08:28:00","2021-11-01 08:28:00","2021-11-01 11:28:00","2021-11-01 11:28:00","656.49"
"2021-11-01 08:31:00","2021-11-01 08:31:00","2021-11-01 11:31:00","2021-11-01 11:31:00","655.48"
"2021-11-01 08:34:00","2021-11-01 08:34:00","2021-11-01 11:34:00","2021-11-01 11:34:00","666.93"
"2021-11-01 08:37:00","2021-11-01 08:37:00","2021-11-01 11:37:00","2021-11-01 11:37:00","660.48"
"2021-11-01 08:40:00","2021-11-01 08:40:00","2021-11-01 11:40:00","2021-11-01 11:40:00","661.02"
"2021-11-01 08:43:00","2021-11-01 08:43:00","2021-11-01 11:43:00","2021-11-01 11:43:00","666.5"
"2021-11-01 08:46:00","2021-11-01 08:46:00","2021-11-01 11:46:00","2021-11-01 11:46:00","654.5"
"2021-11-01 08:49:00","2021-11-01 08:49:00","2021-11-01 11:49:00","2021-11-01 11:49:00","656.01"
"2021-11-01 08:52:00","2021-11-01 08:52:00","2021-11-01 11:52:00","2021-11-01 11:52:00","657.52"
