"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+03:00","Lopetusaika UTC+03:00","Tuulivoimatuotanto - reaaliaikatieto"
"2022-01-06 19:22:00","2022-01-06 19:22:00","2022-01-06 22:22:00","2022-01-06 22:22:00","1935.5"
"2022-01-06 19:25:00","2022-01-06 19:25:00","2022-01-06 22:25:00","2022-01-06 22:25:00","1934.0"
"2022-01-06 19:28:00","2022-01-06 19:28:00","2022-01-06 22:28:00","2022-01-06 22:28:00","1929.5"
"2022-01-06 19:31:00","2022-01-06 19:31:00","2022-01-06 22:31:00","2022-01-06 22:31:00","1939.5"
"2022-01-06 19:34:00","2022-01-06 19:34:00","2022-01-06 22:34:00","2022-01-06 22:34:00","1941.4"
"2022-01-06 19:37:00","2022-01-06 19:37:00","2022-01-06 22:37:00","2022-01-06 22:37:00","1925.0"
"2022-01-06 19:40:00","2022-01-06 19:40:00","2022-01-06 22:40:00","2022-01-06 22:40:00","1913.0"
"2022-01-06 19:43:00","2022-01-06 19:43:00","2022-01-06 22:43:00","2022-01-06 22:43:00","1909.0"
"2022-01-06 19:46:00","2022-01-06 19:46:00","2022-01-06 22:46:00","2022-01-06 22:46:00","1900.0"
"2022-01-06 19:49:00","2022-01-06 19:49:00","2022-01-06 22:49:00","2022-01-06 22:49:00","1880.0"
"2022-01-06 19:52:00","2022-01-06 19:52:00","2022-01-06 22:52:00","2022-01-06 22:52:00","1876.0"
"2022-01-06 19:55:00","2022-01-06 19:55:00","2022-01-06 22:55:00","2022-01-06 22:55:00","1879.0"
"2022-01-06 19:58:00","2022-01-06 19:58:00","2022-01-06 22:58:00","2022-01-06 22:58:00","1879.0"
"2022-01-06 20:01:00","2022-01-06 20:01:00","2022-01-06 23:01:00","2022-01-06 23:01:00","1879.0"
"2022-01-06 20:04:00","2022-01-06 20:04:00","2022-01-06 23:04:00","2022-01-06 23:04:00","1901.5"
"2022-01-06 20:07:00","2022-01-06 20:07:00","2022-01-06 23:07:00","2022-01-06 23:07:00","1905.5"
"2022-01-06 20:10:00","2022-01-06 20:10:00","2022-01-06 23:10:00","2022-01-06 23:10:00","1899.0"
"2022-01-06 20:13:00","2022-01-06 20:13:00","2022-01-06 23:13:00","2022-01-06 23:13:00","1906.0"
"2022-01-06 20:16:00","2022-01-06 20:16:00","2022-01-06 23:16:00","2022-01-06 23:16:00","1909.0"
"2022-01-06 20:19:00","2022-01-06 20:19:00","2022-01-06 23:19:00","2022-01-06 23:19:00","1900.5"
"2022-01-06 20:22:00","2022-01-06 20:22:00","2022-01-06 23:22:00","2022-01-06 23:22:00","1910.9"
"2022-01-06 20:25:00","2022-01-06 20:25:00","2022-01-06 23:25:00","2022-01-06 23:25:00","1902.0"
"2022-01-06 20:28:00","2022-01-06 20:28:00","2022-01-06 23:28:00","2022-01-06 23:28:00","1909.5"
"2022-01-06 20:31:00","2022-01-06 20:31:00","2022-01-06 23:31:00","2022-01-06 23:31:00","1898.5"
"2022-01-06 20:34:00","2022-01-06 20:34:00","2022-01-06 23:34:00","2022-01-06 23:34:00","1891.0"
"2022-01-06 20:37:00","2022-01-06 20:37:00","2022-01-06 23:37:00","2022-01-06 23:37:00","1888.0"
"2022-01-06 20:40:00","2022-01-06 20:40:00","2022-01-06 23:40:00","2022-01-06 23:40:00","1873.0"
"2022-01-06 20:43:00","2022-01-06 20:43:00","2022-01-06 23:43:00","2022-01-06 23:43:00","1862.1"
"2022-01-06 20:46:00","2022-01-06 20:46:00","2022-01-06 23:46:00","2022-01-06 23:46:00","1858.0"
"2022-01-06 20:49:00","2022-01-06 20:49:00","2022-01-06 23:49:00","2022-01-06 23:49:00","1862.5"
"2022-01-06 20:52:00","2022-01-06 20:52:00","2022-01-06 23:52:00","2022-01-06 23:52:00","1852.5"
"2022-01-06 20:55:00","2022-01-06 20:55:00","2022-01-06 23:55:00","2022-01-06 23:55:00","1855.5"
"2022-01-06 20:58:00","2022-01-06 20:58:00","2022-01-06 23:58:00","2022-01-06 23:58:00","1861.5"
"2022-01-06 21:01:00","2022-01-06 21:01:00","2022-01-07 00:01:00","2022-01-07 00:01:00","1872.5"
"2022-01-06 21:04:00","2022-01-06 21:04:00","2022-01-07 00:04:00","2022-01-07 00:04:00","1871.5"
"2022-01-06 21:07:00","2022-01-06 21:07:00","2022-01-07 00:07:00","2022-01-07 00:07:00","1866.0"
"2022-01-06 21:10:00","2022-01-06 21:10:00","2022-01-07 00:10:00","2022-01-07 00:10:00","1852.0"
"2022-01-06 21:13:00","2022-01-06 21:13:00","2022-01-07 00:13:00","2022-01-07 00:13:00","1855.0"
"2022-01-06 21:16:00","2022-01-06 21:16:00","2022-01-07 00:16:00","2022-01-07 00:16:00","1856.5"
"2022-01-06 21:19:00","2022-01-06 21:19:00","2022-01-07 00:19:00","2022-01-07 00:19:00","1842.0"
"2022-01-06 21:22:00","2022-01-06 21:22:00","2022-01-07 00:22:00","2022-01-07 00:22:00","1843.0"
"2022-01-06 21:25:00","2022-01-06 21:25:00","2022-01-07 00:25:00","2022-01-07 00:25:00","1826.5"
"2022-01-06 21:28:00","2022-01-06 21:28:00","2022-01-07 00:28:00","2022-01-07 00:28:00","1816.0"
"2022-01-06 21:31:00","2022-01-06 21:31:00","2022-01-07 00:31:00","2022-01-07 00:31:00","1830.5"
"2022-01-06 21:34:00","2022-01-06 21:34:00","2022-01-07 00:34:00","2022-01-07 00:34:00","1822.5"
"2022-01-06 21:37:00","2022-01-06 21:37:00","2022-01-07 00:37:00","2022-01-07 00:37:00","1810.0"
"2022-01-06 21:40:00","2022-01-06 21:40:00","2022-01-07 00:40:00","2022-01-07 00:40:00","1803.5"
"2022-01-06 21:43:00","2022-01-06 21:43:00","2022-01-07 00:43:00","2022-01-07 00:43:00","1813.0"
"2022-01-06 21:46:00","2022-01-06 21:46:00","2022-01-07 00:46:00","2022-01-07 00:46:00","1810.5"
"2022-01-06 21:49:00","2022-01-06 21:49:00","2022-01-07 00:49:00","2022-01-07 00:49:00","1828.0"
"2022-01-06 21:52:00","2022-01-06 21:52:00","2022-01-07 00:52:00","2022-01-07 00:52:00","1828.5"
"2022-01-06 21:55:00","2022-01-06 21:55:00","2022-01-07 00:55:00","2022-01-07 00:55:00","1849.5"
"2022-01-06 21:58:00","2022-01-06 21:58:00","2022-01-07 00:58:00","2022-01-07 00:58:00","1848.1"
"2022-01-06 22:01:00","2022-01-06 22:01:00","2022-01-07 01:01:00","2022-01-07 01:01:00","1849.5"
"2022-01-06 22:04:00","2022-01-06 22:04:00","2022-01-07 01:04:00","2022-01-07 01:04:00","1874.0"
"2022-01-06 22:07:00","2022-01-06 22:07:00","2022-01-07 01:07:00","2022-01-07 01:07:00","1867.1"
"2022-01-06 22:10:00","2022-01-06 22:10:00","2022-01-07 01:10:00","2022-01-07 01:10:00","1884.0"
"2022-01-06 22:13:00","2022-01-06 22:13:00","2022-01-07 01:13:00","2022-01-07 01:13:00","1900.5"
"2022-01-06 22:16:00","2022-01-06 22:16:00","2022-01-07 01:16:00","2022-01-07 01:16:00","1886.0"
"2022-01-06 22:19:00","2022-01-06 22:19:00","2022-01-07 01:19:00","2022-01-07 01:19:00","1903.0"
"2022-01-06 22:22:00","2022-01-06 22:22:00","2022-01-07 01:22:00","2022-01-07 01:22:00","1909.0"
"2022-01-06 22:25:00","2022-01-06 22:25:00","2022-01-07 01:25:00","2022-01-07 01:25:00","1914.5"
"2022-01-06 22:28:00","2022-01-06 22:28:00","2022-01-07 01:28:00","2022-01-07 01:28:00","1912.0"
"2022-01-06 22:31:00","2022-01-06 22:31:00","2022-01-07 01:31:00","2022-01-07 01:31:00","1931.5"
"2022-01-06 22:34:00","2022-01-06 22:34:00","2022-01-07 01:34:00","2022-01-07 01:34:00","1930.0"
"2022-01-06 22:37:00","2022-01-06 22:37:00","2022-01-07 01:37:00","2022-01-07 01:37:00","1939.0"
"2022-01-06 22:40:00","2022-01-06 22:40:00","2022-01-07 01:40:00","2022-01-07 01:40:00","1930.5"
"2022-01-06 22:43:00","2022-01-06 22:43:00","2022-01-07 01:43:00","2022-01-07 01:43:00","1942.0"
"2022-01-06 22:46:00","2022-01-06 22:46:00","2022-01-07 01:46:00","2022-01-07 01:46:00","1925.5"
"2022-01-06 22:49:00","2022-01-06 22:49:00","2022-01-07 01:49:00","2022-01-07 01:49:00","1911.0"
"2022-01-06 22:52:00","2022-01-06 22:52:00","2022-01-07 01:52:00","2022-01-07 01:52:00","1890.5"
"2022-01-06 22:55:00","2022-01-06 22:55:00","2022-01-07 01:55:00","2022-01-07 01:55:00","1891.0"
"2022-01-06 22:58:00","2022-01-06 22:58:00","2022-01-07 01:58:00","2022-01-07 01:58:00","1884.0"
"2022-01-06 23:01:00","2022-01-06 23:01:00","2022-01-07 02:01:00","2022-01-07 02:01:00","1896.0"
"2022-01-06 23:04:00","2022-01-06 23:04:00","2022-01-07 02:04:00","2022-01-07 02:04:00","1911.0"
"2022-01-06 23:07:00","2022-01-06 23:07:00","2022-01-07 02:07:00","2022-01-07 02:07:00","1905.5"
"2022-01-06 23:10:00","2022-01-06 23:10:00","2022-01-07 02:10:00","2022-01-07 02:10:00","1883.0"
"2022-01-06 23:13:00","2022-01-06 23:13:00","2022-01-07 02:13:00","2022-01-07 02:13:00","1883.5"
"2022-01-06 23:16:00","2022-01-06 23:16:00","2022-01-07 02:16:00","2022-01-07 02:16:00","1882.5"
"2022-01-06 23:19:00","2022-01-06 23:19:00","2022-01-07 02:19:00","2022-01-07 02:19:00","1895.9"
"2022-01-06 23:22:00","2022-01-06 23:22:00","2022-01-07 02:22:00","2022-01-07 02:22:00","1891.5"
"2022-01-06 23:25:00","2022-01-06 23:25:00","2022-01-07 02:25:00","2022-01-07 02:25:00","1903.5"
"2022-01-06 23:28:00","2022-01-06 23:28:00","2022-01-07 02:28:00","2022-01-07 02:28:00","1919.0"
"2022-01-06 23:31:00","2022-01-06 23:31:00","2022-01-07 02:31:00","2022-01-07 02:31:00","1931.0"
"2022-01-06 23:34:00","2022-01-06 23:34:00","2022-01-07 02:34:00","2022-01-07 02:34:00","1928.6"
"2022-01-06 23:37:00","2022-01-06 23:37:00","2022-01-07 02:37:00","2022-01-07 02:37:00","1949.0"
"2022-01-06 23:40:00","2022-01-06 23:40:00","2022-01-07 02:40:00","2022-01-07 02:40:00","1957.0"
"2022-01-06 23:43:00","2022-01-06 23:43:00","2022-01-07 02:43:00","2022-01-07 02:43:00","1972.5"
"2022-01-06 23:46:00","2022-01-06 23:46:00","2022-01-07 02:46:00","2022-01-07 02:46:00","1981.0"
"2022-01-06 23:49:00","2022-01-06 23:49:00","2022-01-07 02:49:00","2022-01-07 02:49:00","1992.5"
"2022-01-06 23:52:00","2022-01-06 23:52:00","2022-01-07 02:52:00","2022-01-07 02:52:00","2028.0"
"2022-01-06 23:55:00","2022-01-06 23:55:00","2022-01-07 02:55:00","2022-01-07 02:55:00","2047.0"
"2022-01-06 23:58:00","2022-01-06 23:58:00","2022-01-07 02:58:00","2022-01-07 02:58:00","2071.5"
"2022-01-07 00:01:00","2022-01-07 00:01:00","2022-01-07 03:01:00","2022-01-07 03:01:00","2083.5"
"2022-01-07 00:04:00","2022-01-07 00:04:00","2022-01-07 03:04:00","2022-01-07 03:04:00","2093.5"
"2022-01-07 00:07:00","2022-01-07 00:07:00","2022-01-07 03:07:00","2022-01-07 03:07:00","2089.0"
"2022-01-07 00:10:00","2022-01-07 00:10:00","2022-01-07 03:10:00","2022-01-07 03:10:00","2078.0"
"2022-01-07 00:13:00","2022-01-07 00:13:00","2022-01-07 03:13:00","2022-01-07 03:13:00","2087.5"
"2022-01-07 00:16:00","2022-01-07 00:16:00","2022-01-07 03:16:00","2022-01-07 03:16:00","2093.4"
"2022-01-07 00:19:00","2022-01-07 00:19:00","2022-01-07 03:19:00","2022-01-07 03:19:00","2099.0"
"2022-01-07 00:22:00","2022-01-07 00:22:00","2022-01-07 03:22:00","2022-01-07 03:22:00","2093.0"
"2022-01-07 00:25:00","2022-01-07 00:25:00","2022-01-07 03:25:00","2022-01-07 03:25:00","2090.0"
"2022-01-07 00:28:00","2022-01-07 00:28:00","2022-01-07 03:28:00","2022-01-07 03:28:00","2097.0"
"2022-01-07 00:31:00","2022-01-07 00:31:00","2022-01-07 03:31:00","2022-01-07 03:31:00","2112.5"
"2022-01-07 00:34:00","2022-01-07 00:34:00","2022-01-07 03:34:00","2022-01-07 03:34:00","2136.0"
"2022-01-07 00:37:00","2022-01-07 00:37:00","2022-01-07 03:37:00","2022-01-07 03:37:00","2150.0"
"2022-01-07 00:40:00","2022-01-07 00:40:00","2022-01-07 03:40:00","2022-01-07 03:40:00","2152.0"
"2022-01-07 00:43:00","2022-01-07 00:43:00","2022-01-07 03:43:00","2022-01-07 03:43:00","2145.0"
"2022-01-07 00:46:00","2022-01-07 00:46:00","2022-01-07 03:46:00","2022-01-07 03:46:00","2153.1"
"2022-01-07 00:49:00","2022-01-07 00:49:00","2022-01-07 03:49:00","2022-01-07 03:49:00","2131.0"
"2022-01-07 00:52:00","2022-01-07 00:52:00","2022-01-07 03:52:00","2022-01-07 03:52:00","2132.0"
"2022-01-07 00:55:00","2022-01-07 00:55:00","2022-01-07 03:55:00","2022-01-07 03:55:00","2117.6"
"2022-01-07 00:58:00","2022-01-07 00:58:00","2022-01-07 03:58:00","2022-01-07 03:58:00","2121.0"
"2022-01-07 01:01:00","2022-01-07 01:01:00","2022-01-07 04:01:00","2022-01-07 04:01:00","2114.0"
"2022-01-07 01:04:00","2022-01-07 01:04:00","2022-01-07 04:04:00","2022-01-07 04:04:00","2103.0"
"2022-01-07 01:07:00","2022-01-07 01:07:00","2022-01-07 04:07:00","2022-01-07 04:07:00","2109.0"
"2022-01-07 01:10:00","2022-01-07 01:10:00","2022-01-07 04:10:00","2022-01-07 04:10:00","2108.5"
"2022-01-07 01:13:00","2022-01-07 01:13:00","2022-01-07 04:13:00","2022-01-07 04:13:00","2123.5"
"2022-01-07 01:16:00","2022-01-07 01:16:00","2022-01-07 04:16:00","2022-01-07 04:16:00","2132.0"
"2022-01-07 01:19:00","2022-01-07 01:19:00","2022-01-07 04:19:00","2022-01-07 04:19:00","2131.0"
"2022-01-07 01:22:00","2022-01-07 01:22:00","2022-01-07 04:22:00","2022-01-07 04:22:00","2136.9"
"2022-01-07 01:25:00","2022-01-07 01:25:00","2022-01-07 04:25:00","2022-01-07 04:25:00","2134.0"
"2022-01-07 01:28:00","2022-01-07 01:28:00","2022-01-07 04:28:00","2022-01-07 04:28:00","2141.5"
"2022-01-07 01:31:00","2022-01-07 01:31:00","2022-01-07 04:31:00","2022-01-07 04:31:00","2146.5"
"2022-01-07 01:34:00","2022-01-07 01:34:00","2022-01-07 04:34:00","2022-01-07 04:34:00","2143.0"
"2022-01-07 01:37:00","2022-01-07 01:37:00","2022-01-07 04:37:00","2022-01-07 04:37:00","2137.6"
"2022-01-07 01:40:00","2022-01-07 01:40:00","2022-01-07 04:40:00","2022-01-07 04:40:00","2144.0"
"2022-01-07 01:43:00","2022-01-07 01:43:00","2022-01-07 04:43:00","2022-01-07 04:43:00","2148.0"
"2022-01-07 01:46:00","2022-01-07 01:46:00","2022-01-07 04:46:00","2022-01-07 04:46:00","2143.5"
"2022-01-07 01:49:00","2022-01-07 01:49:00","2022-01-07 04:49:00","2022-01-07 04:49:00","2127.5"
"2022-01-07 01:52:00","2022-01-07 01:52:00","2022-01-07 04:52:00","2022-01-07 04:52:00","2130.0"
"2022-01-07 01:55:00","2022-01-07 01:55:00","2022-01-07 04:55:00","2022-01-07 04:55:00","2122.0"
"2022-01-07 01:58:00","2022-01-07 01:58:00","2022-01-07 04:58:00","2022-01-07 04:58:00","2135.5"
"2022-01-07 02:01:00","2022-01-07 02:01:00","2022-01-07 05:01:00","2022-01-07 05:01:00","2117.1"
"2022-01-07 02:04:00","2022-01-07 02:04:00","2022-01-07 05:04:00","2022-01-07 05:04:00","2120.5"
"2022-01-07 02:07:00","2022-01-07 02:07:00","2022-01-07 05:07:00","2022-01-07 05:07:00","2139.5"
"2022-01-07 02:10:00","2022-01-07 02:10:00","2022-01-07 05:10:00","2022-01-07 05:10:00","2130.5"
"2022-01-07 02:13:00","2022-01-07 02:13:00","2022-01-07 05:13:00","2022-01-07 05:13:00","2138.5"
"2022-01-07 02:16:00","2022-01-07 02:16:00","2022-01-07 05:16:00","2022-01-07 05:16:00","2138.5"
"2022-01-07 02:19:00","2022-01-07 02:19:00","2022-01-07 05:19:00","2022-01-07 05:19:00","2128.0"
"2022-01-07 02:22:00","2022-01-07 02:22:00","2022-01-07 05:22:00","2022-01-07 05:22:00","2106.0"
"2022-01-07 02:25:00","2022-01-07 02:25:00","2022-01-07 05:25:00","2022-01-07 05:25:00","2108.1"
"2022-01-07 02:28:00","2022-01-07 02:28:00","2022-01-07 05:28:00","2022-01-07 05:28:00","2086.0"
"2022-01-07 02:31:00","2022-01-07 02:31:00","2022-01-07 05:31:00","2022-01-07 05:31:00","2074.0"
"2022-01-07 02:34:00","2022-01-07 02:34:00","2022-01-07 05:34:00","2022-01-07 05:34:00","2048.5"
"2022-01-07 02:37:00","2022-01-07 02:37:00","2022-01-07 05:37:00","2022-01-07 05:37:00","2049.0"
"2022-01-07 02:40:00","2022-01-07 02:40:00","2022-01-07 05:40:00","2022-01-07 05:40:00","2053.1"
"2022-01-07 02:43:00","2022-01-07 02:43:00","2022-01-07 05:43:00","2022-01-07 05:43:00","2064.9"
"2022-01-07 02:46:00","2022-01-07 02:46:00","2022-01-07 05:46:00","2022-01-07 05:46:00","2048.0"
"2022-01-07 02:49:00","2022-01-07 02:49:00","2022-01-07 05:49:00","2022-01-07 05:49:00","2039.5"
"2022-01-07 02:52:00","2022-01-07 02:52:00","2022-01-07 05:52:00","2022-01-07 05:52:00","2054.0"
"2022-01-07 02:55:00","2022-01-07 02:55:00","2022-01-07 05:55:00","2022-01-07 05:55:00","2040.5"
"2022-01-07 02:58:00","2022-01-07 02:58:00","2022-01-07 05:58:00","2022-01-07 05:58:00","2049.0"
"2022-01-07 03:01:00","2022-01-07 03:01:00","2022-01-07 06:01:00","2022-01-07 06:01:00","2034.5"
"2022-01-07 03:04:00","2022-01-07 03:04:00","2022-01-07 06:04:00","2022-01-07 06:04:00","2045.9"
"2022-01-07 03:07:00","2022-01-07 03:07:00","2022-01-07 06:07:00","2022-01-07 06:07:00","2038.5"
"2022-01-07 03:10:00","2022-01-07 03:10:00","2022-01-07 06:10:00","2022-01-07 06:10:00","2035.5"
"2022-01-07 03:13:00","2022-01-07 03:13:00","2022-01-07 06:13:00","2022-01-07 06:13:00","2021.0"
"2022-01-07 03:16:00","2022-01-07 03:16:00","2022-01-07 06:16:00","2022-01-07 06:16:00","2014.5"
"2022-01-07 03:19:00","2022-01-07 03:19:00","2022-01-07 06:19:00","2022-01-07 06:19:00","2014.5"
"2022-01-07 03:22:00","2022-01-07 03:22:00","2022-01-07 06:22:00","2022-01-07 06:22:00","2016.0"
"2022-01-07 03:25:00","2022-01-07 03:25:00","2022-01-07 06:25:00","2022-01-07 06:25:00","2008.0"
"2022-01-07 03:28:00","2022-01-07 03:28:00","2022-01-07 06:28:00","2022-01-07 06:28:00","2023.5"
"2022-01-07 03:31:00","2022-01-07 03:31:00","2022-01-07 06:31:00","2022-01-07 06:31:00","2035.9"
"2022-01-07 03:34:00","2022-01-07 03:34:00","2022-01-07 06:34:00","2022-01-07 06:34:00","2040.5"
"2022-01-07 03:37:00","2022-01-07 03:37:00","2022-01-07 06:37:00","2022-01-07 06:37:00","2048.5"
"2022-01-07 03:40:00","2022-01-07 03:40:00","2022-01-07 06:40:00","2022-01-07 06:40:00","2066.0"
"2022-01-07 03:43:00","2022-01-07 03:43:00","2022-01-07 06:43:00","2022-01-07 06:43:00","2060.0"
"2022-01-07 03:46:00","2022-01-07 03:46:00","2022-01-07 06:46:00","2022-01-07 06:46:00","2077.5"
"2022-01-07 03:49:00","2022-01-07 03:49:00","2022-01-07 06:49:00","2022-01-07 06:49:00","2068.0"
"2022-01-07 03:52:00","2022-01-07 03:52:00","2022-01-07 06:52:00","2022-01-07 06:52:00","2070.0"
"2022-01-07 03:55:00","2022-01-07 03:55:00","2022-01-07 06:55:00","2022-01-07 06:55:00","2079.0"
"2022-01-07 03:58:00","2022-01-07 03:58:00","2022-01-07 06:58:00","2022-01-07 06:58:00","2078.0"
"2022-01-07 04:01:00","2022-01-07 04:01:00","2022-01-07 07:01:00","2022-01-07 07:01:00","2080.0"
"2022-01-07 04:04:00","2022-01-07 04:04:00","2022-01-07 07:04:00","2022-01-07 07:04:00","2087.5"
"2022-01-07 04:07:00","2022-01-07 04:07:00","2022-01-07 07:07:00","2022-01-07 07:07:00","2096.0"
"2022-01-07 04:10:00","2022-01-07 04:10:00","2022-01-07 07:10:00","2022-01-07 07:10:00","2091.0"
"2022-01-07 04:13:00","2022-01-07 04:13:00","2022-01-07 07:13:00","2022-01-07 07:13:00","2099.5"
"2022-01-07 04:16:00","2022-01-07 04:16:00","2022-01-07 07:16:00","2022-01-07 07:16:00","2107.5"
"2022-01-07 04:19:00","2022-01-07 04:19:00","2022-01-07 07:19:00","2022-01-07 07:19:00","2096.0"
"2022-01-07 04:22:00","2022-01-07 04:22:00","2022-01-07 07:22:00","2022-01-07 07:22:00","2087.0"
"2022-01-07 04:25:00","2022-01-07 04:25:00","2022-01-07 07:25:00","2022-01-07 07:25:00","2098.0"
"2022-01-07 04:28:00","2022-01-07 04:28:00","2022-01-07 07:28:00","2022-01-07 07:28:00","2083.6"
"2022-01-07 04:31:00","2022-01-07 04:31:00","2022-01-07 07:31:00","2022-01-07 07:31:00","2082.0"
"2022-01-07 04:34:00","2022-01-07 04:34:00","2022-01-07 07:34:00","2022-01-07 07:34:00","2079.5"
"2022-01-07 04:37:00","2022-01-07 04:37:00","2022-01-07 07:37:00","2022-01-07 07:37:00","2067.0"
"2022-01-07 04:40:00","2022-01-07 04:40:00","2022-01-07 07:40:00","2022-01-07 07:40:00","2044.1"
"2022-01-07 04:43:00","2022-01-07 04:43:00","2022-01-07 07:43:00","2022-01-07 07:43:00","2029.5"
"2022-01-07 04:46:00","2022-01-07 04:46:00","2022-01-07 07:46:00","2022-01-07 07:46:00","2035.4"
"2022-01-07 04:49:00","2022-01-07 04:49:00","2022-01-07 07:49:00","2022-01-07 07:49:00","2036.5"
"2022-01-07 04:52:00","2022-01-07 04:52:00","2022-01-07 07:52:00","2022-01-07 07:52:00","2024.5"
"2022-01-07 04:55:00","2022-01-07 04:55:00","2022-01-07 07:55:00","2022-01-07 07:55:00","2012.0"
"2022-01-07 04:58:00","2022-01-07 04:58:00","2022-01-07 07:58:00","2022-01-07 07:58:00","1996.6"
"2022-01-07 05:01:00","2022-01-07 05:01:00","2022-01-07 08:01:00","2022-01-07 08:01:00","1982.0"
"2022-01-07 05:04:00","2022-01-07 05:04:00","2022-01-07 08:04:00","2022-01-07 08:04:00","1981.5"
"2022-01-07 05:07:00","2022-01-07 05:07:00","2022-01-07 08:07:00","2022-01-07 08:07:00","1981.0"
"2022-01-07 05:10:00","2022-01-07 05:10:00","2022-01-07 08:10:00","2022-01-07 08:10:00","1983.5"
"2022-01-07 05:13:00","2022-01-07 05:13:00","2022-01-07 08:13:00","2022-01-07 08:13:00","1992.0"
"2022-01-07 05:16:00","2022-01-07 05:16:00","2022-01-07 08:16:00","2022-01-07 08:16:00","1972.0"
"2022-01-07 05:19:00","2022-01-07 05:19:00","2022-01-07 08:19:00","2022-01-07 08:19:00","1957.0"
"2022-01-07 05:22:00","2022-01-07 05:22:00","2022-01-07 08:22:00","2022-01-07 08:22:00","1968.0"
"2022-01-07 05:25:00","2022-01-07 05:25:00","2022-01-07 08:25:00","2022-01-07 08:25:00","1956.5"
"2022-01-07 05:28:00","2022-01-07 05:28:00","2022-01-07 08:28:00","2022-01-07 08:28:00","1966.0"
"2022-01-07 05:31:00","2022-01-07 05:31:00","2022-01-07 08:31:00","2022-01-07 08:31:00","1957.0"
"2022-01-07 05:34:00","2022-01-07 05:34:00","2022-01-07 08:34:00","2022-01-07 08:34:00","1957.5"
"2022-01-07 05:37:00","2022-01-07 05:37:00","2022-01-07 08:37:00","2022-01-07 08:37:00","1942.6"
"2022-01-07 05:40:00","2022-01-07 05:40:00","2022-01-07 08:40:00","2022-01-07 08:40:00","1936.5"
"2022-01-07 05:43:00","2022-01-07 05:43:00","2022-01-07 08:43:00","2022-01-07 08:43:00","1915.5"
"2022-01-07 05:46:00","2022-01-07 05:46:00","2022-01-07 08:46:00","2022-01-07 08:46:00","1928.0"
"2022-01-07 05:49:00","2022-01-07 05:49:00","2022-01-07 08:49:00","2022-01-07 08:49:00","1920.0"
"2022-01-07 05:52:00","2022-01-07 05:52:00","2022-01-07 08:52:00","2022-01-07 08:52:00","1905.5"
"2022-01-07 05:55:00","2022-01-07 05:55:00","2022-01-07 08:55:00","2022-01-07 08:55:00","1899.1"
"2022-01-07 05:58:00","2022-01-07 05:58:00","2022-01-07 08:58:00","2022-01-07 08:58:00","1894.0"
"2022-01-07 06:01:00","2022-01-07 06:01:00","2022-01-07 09:01:00","2022-01-07 09:01:00","1876.6"
"2022-01-07 06:04:00","2022-01-07 06:04:00","2022-01-07 09:04:00","2022-01-07 09:04:00","1856.0"
"2022-01-07 06:07:00","2022-01-07 06:07:00","2022-01-07 09:07:00","2022-01-07 09:07:00","1834.5"
"2022-01-07 06:10:00","2022-01-07 06:10:00","2022-01-07 09:10:00","2022-01-07 09:10:00","1837.0"
"2022-01-07 06:13:00","2022-01-07 06:13:00","2022-01-07 09:13:00","2022-01-07 09:13:00","1834.4"
"2022-01-07 06:16:00","2022-01-07 06:16:00","2022-01-07 09:16:00","2022-01-07 09:16:00","1844.0"
"2022-01-07 06:19:00","2022-01-07 06:19:00","2022-01-07 09:19:00","2022-01-07 09:19:00","1843.0"
"2022-01-07 06:22:00","2022-01-07 06:22:00","2022-01-07 09:22:00","2022-01-07 09:22:00","1833.0"
"2022-01-07 06:25:00","2022-01-07 06:25:00","2022-01-07 09:25:00","2022-01-07 09:25:00","1819.5"
"2022-01-07 06:28:00","2022-01-07 06:28:00","2022-01-07 09:28:00","2022-01-07 09:28:00","1806.1"
"2022-01-07 06:31:00","2022-01-07 06:31:00","2022-01-07 09:31:00","2022-01-07 09:31:00","1791.5"
"2022-01-07 06:34:00","2022-01-07 06:34:00","2022-01-07 09:34:00","2022-01-07 09:34:00","1782.5"
"2022-01-07 06:37:00","2022-01-07 06:37:00","2022-01-07 09:37:00","2022-01-07 09:37:00","1780.0"
"2022-01-07 06:40:00","2022-01-07 06:40:00","2022-01-07 09:40:00","2022-01-07 09:40:00","1774.5"
"2022-01-07 06:43:00","2022-01-07 06:43:00","2022-01-07 09:43:00","2022-01-07 09:43:00","1766.5"
"2022-01-07 06:46:00","2022-01-07 06:46:00","2022-01-07 09:46:00","2022-01-07 09:46:00","1766.0"
"2022-01-07 06:49:00","2022-01-07 06:49:00","2022-01-07 09:49:00","2022-01-07 09:49:00","1746.6"
"2022-01-07 06:52:00","2022-01-07 06:52:00","2022-01-07 09:52:00","2022-01-07 09:52:00","1730.5"
"2022-01-07 06:55:00","2022-01-07 06:55:00","2022-01-07 09:55:00","2022-01-07 09:55:00","1708.5"
"2022-01-07 06:58:00","2022-01-07 06:58:00","2022-01-07 09:58:00","2022-01-07 09:58:00","1713.0"
"2022-01-07 07:01:00","2022-01-07 07:01:00","2022-01-07 10:01:00","2022-01-07 10:01:00","1718.0"
"2022-01-07 07:04:00","2022-01-07 07:04:00","2022-01-07 10:04:00","2022-01-07 10:04:00","1731.0"
"2022-01-07 07:07:00","2022-01-07 07:07:00","2022-01-07 10:07:00","2022-01-07 10:07:00","1744.0"
